Source_label,Z,L,D
1,"??? 10,000 ??? ??? ??? ??? 75,000 ?? ?? ???? ?????? ???? ???? ??? ??????","??? 10,000 ??? ??? ??? ??? 75,000 ?? ?? ???? ?????? ???? ???? ??? ???? ????","??? 10,000 ??? ??? ??? ??? 75,000 ?? ?? ???? ?????? ???? ???? ??? ??????"
1,?? ?? ??? ???? ???? ??? ????? ??? (60%) ???? ?? ??? ??? ?????? ????????,?? ?? ??? ???? ???? ??? ????? ??? (60%) ???? ?? ??? ??? ?????? ???????,?? ?? ??? ???? ???? ??? ????? ???(60%) ???? ?? ??? ??? ?????? ????????
1,??? ???? ???? ??? ??? ????? ??? ???? ???? ?? ???? ?? ??? ???? ?? ????? ?????? ??? ?? ?????? ????? ??? ??? ???? ???? ??? ?? ??? ???? ???????,??? ?? ???? ??? ??? ???? ??? ???? ???? ?? ???? ?? ??? ???? ?? ????? ?????? ??? ?? ?????? ????? ??? ??? ???? ???? ??? ?? ??? ???? ??????,??? ?? ???? ??? ??? ???? ??? ???? ???? ?? ???? ?? ??? ???? ?? ???? ?????? ??? ?? ????? ????? ??? ??? ???? ???? ??? ?? ??? ???? ???????
1,????? ?? ??? ??? ???? ????? ???? ???? ????? ???? ??? ??? ??? ??? ????? ?? ???? ??? ??? ??? ???? ???? ??? ????? ?? ?????? ??? ?????? ????? ??? ????? ?? ??? ???? ????? ??? ????/???? ???? ???? ??????,??? ?? ??? ??? ???? ?????? ???? ??? ????? ???? ??? ??? ??? ??? ????? ?? ??? ??? ??? ??? ???? ???? ??? ????? ?? ?????? ??? ?????? ????? ??? ????? ?? ??? ???? ???? ??? ????/???? ???? ???? ??????,??? ?? ??? ??? ???? ????? ???? ??? ????? ???? ??? ??? ???? ??? ????? ?? ??? ??? ??? ?? ???? ????? ??? ???? ?? ?????? ??? ?????? ????? ??? ????? ???? ???? ???? ??? ????/???? ???? ???? ??????
1,??? ????? ?? ??? ??? ??? ??? ??? ??? ?????? ???? ?????? ???? ???? ????? ?? ??? ???? ????? ?? ???? ??? ???? ???? ????? ??? ???? ?????? ??? ?? ??? ???? ?????? ??? ???? ?? ?,??? ????? ?? ??? ??? ??? ??? ??? ??? ?????? ???? ???? ??? ???? ????? ?? ??? ???? ????? ?? ???? ??? ???? ???? ????? ?? ???? ????? ??? ?? ??? ???? ???? ??? ???? ???,??? ????? ?? ??? ??? ???? ??? ??? ??? ?????? ???? ???? ??? ???? ????? ?? ??? ???? ????? ?? ???? ??? ???? ???? ????? ?? ???? ????? ??? ?? ??? ???? ???? ??? ???? ???
1,?? ?? ?????? ????? ?? ???? ????? ???? ??? ??? ??????? ????? ???? ???? ?????? ???? ???? ????? ???? ?? ?,?? ?? ?????? ????? ?? ???? ????? ???? ??? ???? ????????? ????? ???? ???? ?????? ???? ???? ????? ???? ???,?? ?? ????? ????? ?? ???? ????? ???? ??? ???? ????????? ????? ???? ???? ?????? ???? ???? ????? ????? ???
1,?? ?? ????? ???? ?????? ??? ????? ??? ???? ????? ???? ???? ???? ?? ?,?? ?? ????? ???? ?????? ??? ????? ??? ???? ????? ???? ??? ???? ???,?? ?? ????? ???? ?????? ??? ????? ??? ???? ????? ???? ??? ???? ???
1,??? ??? ?? ?? ??? ????? ?? ?? ????? ??? ?? ???? ???,??? ??? ?? ?? ??? ?? ??? ?? ?? ???? ????? ?? ?? ???? ???,??? ??? ?? ?? ??? ???? ?? ?? ???? ????? ?? ?? ???? ???
1,??? ??? ???? ?????? ??? ????,??? ??? ???? ????? ??? ????,??? ??? ???? ????? ??? ?????
1,????? ???? ?? ???? ???? ????? ???? ???? ??? ???? ???,???? ???? ?? ???? ???? ????? ???? ???? ??? ???? ???,???? ???? ????? ???? ????? ???? ???? ??? ???? ???
1,?? ?? ?? ???? ??????? ??? ????? ?? ??? ????? ?? ????? ???? ??? ????? ????? ???? ???,?? ?? ?? ???? ?????? ??? ????? ?? ??? ????? ?? ????? ???? ??? ????? ????? ???? ???,?? ?? ?? ???? ?????? ??? ????? ?? ??? ????? ?? ????? ???? ??? ????? ????? ???? ???
1,?? ?? ???? ????? ????? ???? ?? ???? ??? ??? ?? ???? ?????,?? ?? ???? ?????? ?? ??? ???? ?? ???? ??? ??? ?? ???? ????,?? ?? ???? ????? ???? ???? ?? ???? ??? ??? ?? ???? ????
1,???? ???? ???? ?? ???????? ???? ????? ??? ??? ???? ?? ???? ?????,???? ???? ???? ?? ???????? ???? ????? ??? ??? ???? ?? ???? ?????,???? ???? ???? ?? ???????? ???? ????? ??? ??? ???? ?? ???? ????
1,??? ???? ?? ??? ???? ??? ??? ?? ?????? ???? ??? ???? ??? ??? ??? ????? ?? ????? ??? ???? ?????? ?? ???? ???? ???? ?????,?? ???? ?? ??? ???? ??? ??? ?? ????? ???? ??? ???? ??? ??? ??? ????? ?? ????? ??? ???? ?????? ?? ???? ???? ???? ????,?? ???? ?? ??? ???? ??? ??? ?? ????? ???? ??? ???? ??? ??? ??? ????? ?? ????? ??? ??? ?????? ?? ???? ???? ???? ????
1,??? ??? ??? ??? ???? ??? ?????? ???? ??? ???? ???? ??? ?????? ???? ??? ?????,??? ??? ??? ????? ????? ??? ?????? ???? ??? ???? ???? ??? ?????? ???? ??? ?????,??? ??? ??? ????? ????? ??? ?????? ???? ??? ???? ???? ??? ?????? ???? ??? ?????
1,?? ???? ??? ???? ???? ?? ??????? ?? ???? ???? ???????,?? ???? ??? ???? ????? ?? ??????? ?? ???? ??? ???????,?? ???? ??? ???? ????? ?? ??????? ?? ???? ??? ???????
1,?? ??? ??????? ????? ?? ?? ????? ???? ??????? ???? ??????? ???? ????,?? ??? ??????? ????? ?? ?? ??? ???? ?????? ???? ?????? ??????,?? ??? ??????? ????? ?? ?? ??? ???? ?????? ???? ?????? ??????
1,??? ??? ??? ???? ????? ???? ?? ?? ??? ??? ???? ?? ???? ?? ???? ???? ??? ???? ?? ?????,??? ??? ??? ???? ????? ???? ?? ?? ??? ??? ???? ?? ???? ?? ?????? ???? ??? ???? ?? ?????,??? ??? ??? ???? ????? ???? ?? ?? ??? ??? ???? ?? ???? ?? ?????? ???? ??? ???? ?? ?????
1,?? ??? ???? ?? ????? ???,?? ??? ???? ?? ???????,?? ??? ???? ?? ??????
1,?? ??? ?????? ???? ?? ??? ??? ???? ???? ?????? ?????? ????????? ????? ?????? ?????? ?????? ??? ???? ??? ??? ?????? ?? ????? ??? ???? ??? ???????,?? ??? ?????? ???? ?? ??? ??? ???? ???? ????? ?????? ????????? ??? ?????? ????? ?????? ??? ???? ??? ??? ?????? ?? ????? ??? ???? ??? ??????,?? ??? ?????? ???? ?? ??? ??? ???? ???? ????? ?????? ????????? ??? ?????? ????? ?????? ??? ???? ??? ??? ?????? ?? ????? ??? ???? ??? ???????
1,?? ????? ??? ??? ??? ?? ???? ??? ??? ????? ??? ??? ???? ????? ??? ???? ?????? ?? ????? ??????? ????? ????????,?? ???? ???? ??? ?? ???? ??? ??? ????? ??? ??? ???? ????? ??? ???? ?????? ?? ??? ???? ????? ???????,?? ???? ???? ??? ?? ???? ??? ??? ????? ??? ??? ???? ????? ???? ???? ?????? ?? ??? ???? ????? ????????
1,??? ???? ?????? ?????? ?? ??? ??? ??? ???? ???????,????? ????? ?????? ?? ??? ??? ??? ???? ??????,????? ????? ?????? ?? ??? ??? ??? ???? ???????
1,?? ???? ?? ???? ?? ????? ??? ????,?? ???? ?? ??? ?? ????? ??? ?????,?? ???? ?? ???? ?? ????? ??? ?????
1,????? ???? ?? ????? ????? ?????,????? ???? ?? ???? ??? ?????,????? ???? ?? ???? ??? ?????
1,??? ???? ????? ??? ???? ??? ??? ????? ???? ???? ?????,??? ???? ????? ??? ??? ??? ??? ?????? ???? ???? ??????,??? ???? ????? ??? ??? ??? ??? ????? ???? ???? ??????
1,??? ??? ?? ??? ???????? ????? ?? ????,??? ??? ?? ??? ???????? ????? ?? ????,??? ??? ??? ??? ???????? ???? ?? ????
1,?? ???? ??? ??? ??? ???? ???,?? ???? ??? ??? ??? ???? ???,?? ???? ??? ???? ??? ???? ???
1,??? ??? ???!,??? ??? ???!,??? ??? ???!
1,??: ??????? ??? ??? ??????,??: ?????? ??? ??? ?? ?????,??: ?????? ??? ??? ?? ????
1,???? ?????????? ???? ?????? ??????(?????),???? ?????????? ???? ?????? ??????(?????),???? ?????????? ???? ?????? ??????(?????)
1,??? ??? ???? ?? ?????? ?????? ??? ?? ??? ?????????????????????????????? ???????????? ??? ?????? ??? ????? ??? ?????????? ?? ???? ??????? ???? ???? ???? ??? ????? ??? ?? ??????? ?? ?,??? ??? ???? ?? ???? ?? ?????? ??? ?? ?? ?? ????????????????????????????? ???????????? ?? ???? -?? ??? ????? ??? ????????? ?? ???? ?????? ???? ???? ???? ??? ????? ??? ?? ????- ??? ???,??? ??? ???? ?? ???? ?? ??????? ?? ?? ?? ????????????????????????????? ???????????? ??? ???? -?? ??? ????? ??? ???????? ????? ??????? ???? ???? ???? ??? ????? ???? ?? ????- ??? ???
1,??? ??? ?????? ???? ?????? ????? ??????,??? ??? ???? -?? ???? ?????? ????? ?????,??? ??? ???? -?? ???? ?????? ????? ??????
1,??? ??? ????? ???? - ???? ????? ????? ???? ????? ???,??? ??? ????? ???? - ???? ???? ????? ???? ???? ???,??? ??? ????? ???? - ???? ????? ????? ???? ???? ???
1,?? ??? ?????? ???? ????? ????? ??? ???? ???? ???? ?????,?? ??? ????- ?? ???? ????? ????? ??? ???? ?? ???? ?????,?? ??? ????- ?? ???? ????? ????? ??? ???? ?? ???? ?????
1,??????? ???????? ????? ???? ???? ???? ??? ?????? ???? ???? ?????,??????? ?????'? ????? ?? ???? ???? ??? ???? -?? ???? ???? ?????,?????? ?????'? ????? ?? ???? ???? ??? ???? -?? ???? ???? ?????
1,??? ?????? ?????? ?????? ???????? ???? ??? ??? ???? ????? ??? ??? ????,??? ?????? ?????? ?????? ???????? ???? ??? ??? ?? ??? ?? ??? ??? ?????,??? ?????? ?????? ?????? ???????? ???? ??? ??? ?? ??? ?? ??? ??? ?????
1,??????? ????? ????????? ????? ??? ????? ??????????? ???? ??? ??? ???? ??? ???? ?????,???? -??? ????? ???????? ????? ??? ????? ??????????? ???? ??? ??? ???? ??? ???? ?????,???? -??? ????? ???????? ????? ??? ????? ??????????? ???? ??? ?? ???? ??? ???? ?????
1,??????? ????? ???? ????? ??????? ?? ???? ?????? ?????? ??? ??? ?? ?????,??????? ????? ???? ????? ????- ??? ?? ???? ????? ????? ??? ??? ????,??????? ????? ???? ????? ????- ??? ?? ???? ????? ????? ??? ??? ????
1,??'? ????? ????? ????? ?? ???? ??? ??? ??????? ?? ?,??'? ????? ????? ????? ?? ???? ???? ??? ??????? ???,??'? ????? ????? ????? ?? ???? ???? ??? ??????? ???
1,??? ?? ??? ???? ???? ???? ??? ??? ?????? ???? ??????? ?? ?,??? ?? ??? ???? ???? ???? ??? ???'????? ???? ????-??? ???,??? ???? ???? ???? ???? ??? ????'????? ???? ????-??? ???
1,?? ??? ???? ??? ??? ?????????????????? ??????????? ???? ???…?????,?? ??? ???? ??? ??? ?????????????????? ??????????? ???? ???…?????,?? ??? ???? ??? ??? ?????????????????? ??????????? ???? ???…?????
1,??? ??? ?????? ??????? ??? ??? ?????? ????? ?? ????,??? ??? ?????? ???? -???'? ??? ?????? ?????'? ?????,??? ??? ?????? ???? -???'? ?? ?????? ?????'? ?????
1,?? ??? ?????? ??????? ??? ????-???? ???? ????? ?? ?,?? ??? ????? ??????? ??? ????- ???? ???? ????? ???,?? ??? ????? ??????? ??? ????- ???? ???? ????? ???
1,?????????????????? ???? ????? ???? ??? ???? ????,?????????????????? ???? ????? ???? ??? ???? ????,?????????????????? ???? ????? ???? ??? ???? ????
1,?? ??? ???? ?? ??????? ?? ??? ????? ??? ?? ??? ???,????? ???? ?? ????- ??? ?? ??? ????? ???? ?? ???'??,????? ???? ?? ????- ??? ?? ??? ????? ???? ?? ???'??
1,???? ??????? ??? ?????? ???? ??? ??? ???????? ??? ???? ???? ??? ????,???? ??????? ??? ?????? ????? ??? -??? ???????? ??? ???? ??? ??? ????,???? ??????? ??? ?????? ???? ??? -??? ???????? ??? ???? ??? ??? ????
1,??? ????? ??? ???? ????? ???? ????,??? ????? ??? ???? ????? ???? ????,??? ????? ??? ???? ????? ???? ????
1,??? ?? ???? ????? ???? ???? ??????? ????? ????? ?? ??? ?????? ???? ??? ??? ??????,??? ?? ???? ????? ???? ???? ????-??? ????? ??????? ??????? ?? ??? ?????? ???? ??? ??? ??????,??? ????? ???? ???? ???? ????-??? ????? ??????? ??????? ?? ??? ?????? ???? ??? ??? ??????
1,??`? ??? ??? ?? ??? ?????? ???? ???? ????? ?????? ?? ??? ???,??`? ??? ??? ?? ??? ?????? ?????? ???? ??- ????? ?????? ?? ???'??,??`? ??? ??? ?? ??? ?????? ?????? ???? ??- ????? ?????? ?? ???'??
1,?? ??? ??? ?? ??? ???? ???? ??????,?? ??? ??? ??? ???? ???? ???? ?????,?? ??? ??? ??? ???? ???? ???? ??????
1,???? ???? ??? ???,???? ???? ??? ???,???? ???? ??? ???
1,??? ????? ??? ????? ???? ????? ???? ??????,??? ???? ??? ????? ???? ?????? ??????? ????? ??? ??????,??? ???? ??? ????? ???? ?????? ??????? ????? ??? ??????
1,????? ???? ??? ?? ??? ???????????? ??? ?????? ??? ????,???? ???? ??? ?? ??? ???- ?????????'? ???? ?????? ???? ??????,???? ???? ??? ?? ??? ???- ?????????'? ???? ?????? ???? ??????
1,?? ???? ??-???? ???? ???? ?????? ??????? ????? ????? ????? ?????? ??????? ????? ?,??- ???? ??-???? ???? ???? ?????? ??????? ????? ????? ????? ?????? ????- ??? ??????,??- ???? ??-???? ???? ???? ????? ?????? ????? ????? ????? ?????? ????- ??? ??????
1,??`? ????? ??? ??- ??? ??? ???? ??? ???? ??? ???? ???? ???? ??? ??? ????? ?? ??? ??? ??? ??? ???? ????? ???,??? ????? ??? ??- ??? ??? ???? ??? ???? ??? ???? ???? ???? ??? ??? ????? ?? ??? ??? ??? ????? ??? ?????'??,?`? ????? ??? ??- ??? ??? ???? ??? ???? ??? ???? ???? ???? ??? ??? ????? ?? ??? ??? ??? ????? ???? ?????'??
1,??? ???? ?? ??? ????? ?? ????? ??? ??? ?? ?????? ?????? ?? ??? ?? ?? ??? ?????,??? ????? ?? ??? ????? ?? ????? ??? ??? ?? ?????? ?????? ?? ??? ?? ?? ??? ?????,??? ????? ???? ????? ?? ????? ??? ??? ??????? ????? ?? ??? ?? ?? ??? ?????
1,???? ??? ?? ??? ??? ?? ?????? ??? ???????? ???? ??? ????? ?? ????? ????? ??????,???? ???? ?? ??? ??? ?? ?????? ??? ???????? ???? ??? ????? ?? ????? ????? ??????,???? ???? ?? ??? ???? ?? ?????? ???? ??????? ???? ??? ????? ?? ????? ????? ??????
1,???? ????? ??- ??? ???- ??? ??? ???????? ????? ????? ????? ???????,???? ????? ??- ??? ???- ??? ??? ???????? ????? ???? ????? ??????,???? ????? ??- ??? ???- ??? ??? ???????? ????? ???? ????? ???????
1,?? ???? ???????- ???????? ??? ???- ?????? ?? ?,?? ???? ???????- ???????? ??? ???- ?????? ???,?? ????? ???????- ???????? (globalization) ??? ???- ?????? ???
1,???- ????? ?????? ?????? ?? ?,???- ????? ?????? ?????? ???,???- ????? ?????? ?????? ???
1,?? ???'? ?????? ???? ?????? ??????? ??? ???? ????? ??? ??? ??????? ?????,?? ???'? ?????? ???? ?????? ??????? ??? ???? ?? ??? ??? ??? ?????? ????,?? ???'? ?????? ???? ?????? ??????? ??? ???? ???? ??? ??? ??????? ????
1,?? ???? ?? ???- ?? ??? ???????? ???? ?????? ???,?? ???? ?? ???- ?? ??? ???????? ???? ??????'??,?? ???? ?? ???- ?? ??? ???????? ???? ??????'??
1,????? ???? ??? ???? ?? ??? ???? ???????? ???? ????,????? ???? ??? ???? ?? ??? ???? ???????? ??? ????,????? ???? ??? ???? ???? ???? ???????? ???? ????
1,??????? ????? ????? ???? ???? ??? ????? ???? ???? ??????? ?????,??????? ??- ???? ????? ???? ???? ??? ????? ???? ???? ?????? ?????,??????? ??- ???? ????? ???? ???? ??? ????? ???? ???? ??????? ?????
1,???? ????? ???? ????? ???? ???? ?????? ???????? ???? ????? ???? ???? ????? ?????? ????? ??? ??????,???? ????? ???? ????? ???? ???? ????? ??????? ???? ????? ???? ???? ????? ?????? ???? ??? ??????,???? ????? ???? ????? ???? ???? ?????? ?????? ???? ????? ???? ???? ????? ?????? ????? ??? ?????
1,???? ??? ???? ??? ??????? ???,????'? ???? ??? ?????? ???,????'? ???? ??? ?????? ???
1,??'? ?? ??'? ??? ?????? ???????? ????? ???? ?????? ????? ???? ???,??'? ?? ??'? ??? ?????? ???????? ????? ???? ?????? ????? ????'??,??'? ?? ??'? ??? ?????? ???????? ????? ???? ?????? ????? ????'??
1,????? ?? ????? ???? ???? ?????? ???? ?????,???? ?? ????? ???? ???? ?????? ???? ?????,???? ?? ????? ???? ???? ?????? ???? ?????
1,?? ??? ???'? ??????? ?????? ?????? ?????? ??????? ??? ???? ???? ????? ????? ????? ????? ??? ?????? ??? ???? ????,?? ??? ???'? ??????? ?????? ?????? ?????? ??????? ??? ???? ???? ????? ????? ????? ????? ??? ?????? ??? ???? ?????,?? ??? ???'? ??????? ?????? ?????? ?????? ??????? ??? ???? ???? ????? ????? ????? ????? ??? ?????? ??? ???? ?????
1,??? ??????? ????? ???? ???? ?? ?,??? ??????? ????? ???? ???? ???,??? ?????? ????? ???? ???? ???
1,??? ????? ???- ????? ???? ????? ??? ?????? ?? ???? ??????? ?? ???? ????? ??? ?? ??? ??? ?? ??? ???? ???? ???? - ?? ?? ?,??? ?? ???? ???- ????? ???? ?? ??? ??? ?????? ?? ???? ??????? ?? ???? ????? ??? ?? ??? ??? ?? ??? ???? ???? ???? - ?? ???,??? ????? ???- ????? ???? ???? ??? ?????? ?? ???? ?????? ?? ???? ????? ??? ?? ??? ??? ?? ??? ???? ???? ???? - ?? ???
1,???? ???? ?? ??? ??? ?? ?????? ????? ???? ???? ??? ????,???? ???? ?? ??? ??? ?? ?????? ????? ???? ???? ??? ?????,???? ???? ?? ??? ??? ?? ?????? ????? ???? ???? ??? ?????
1,??? ??? ?? ????? ????? ???? ??? ??’?? ???? ????? ???????,??? ??? ? ????? ????? ???? ??? ??'?? ???? ????? ???????,??? ??? ? ????? ????? ???? ??? ?'?? ???? ????? ???????
1,??? ??? ??? ?? ?????? ??? ??? ??? ????? ???? ??? ?? ??? ?????,??? ??? ??? ?? ?????? ??? ??? ? ????? ???? ??? ?? ??? ?????,??? ??? ??? ?? ?????? ??? ??? ? ????? ???? ??? ?? ??? ?????
1,??? ???? ???? ?? ??? ??????? ??? ?? ??? ????? ???? ???????,??? ???? ???? ??? ??? ???????? ??? ?? ??? ????? ???? ??????,??? ???? ???? ?? ??? ??????? ??? ?? ??? ????? ???? ???????
1,?? ?? ??? ???? ?? ?,?? ?? ??? ???? ???,?? ?? ??? ???? ???
1,?? ??? ?? ??'? ??? ???? ??? ???????,?? ??? ?? ??'? ??? ???? ??? ??????,?? ??? ?? ??'? ??? ???? ??? ???????
1,??? ??? ??'?? ???? ??????????,??? ??? ??'?? ???? ??????????,??? ?? ??'?? ???? ??????????
1,?? ??? ?? ??? ??? ??'?? ???? ?????? ?????? ??? ??? ?????,?? ??? ?? ??? ??? ??'?? ???? ????? ????? ??? ??? ?????,?? ??? ?? ??? ??? ??'?? ???? ?????? ?????? ??? ?? ?????
1,??'?? ???? ????? ???????? ???? ??? ?????? ??? ?????????? ???? ?? ???? ?????? ???????? ???? ??? ??? ??????? ???????? ???? ??’?? ??? ???? ???? ????? ????? ????? ????? ??? ?????,??'?? ???? ???? ??????? ???? ??? ?????? ??? ???????????? ?? ???? ????? ??????? ???? ??? ??? ??????? ???????? ???? ??'?? ??? ???? ???? ???? ????? ????? ????? ??? ?????,??'?? ???? ???? ??????????? ??? ?????? ??? ???????????? ????? ????? ??????? ???? ??? ?? ???????? ????????? ???? ?'?? ??? ???? ???? ???? ????? ????? ????? ?? ?????
1,???'? ?? ??? ??? ??????? ???? ????? ????? ?????,???'? ?? ??? ??? ?????? ???? ????? ????? ?????,???'? ?? ??? ??? ??????? ???? ????? ????? ?????
1,??? ????-??? ????? ??? ?????? ???? ???? ?? ?????????? ????- ?? ???? ????? ????? ???? ??? ?? ?,??? ????-??? ????? ??? ????? ???? ??? ?? ????????? ?? ????- ?? ??? ????? ????? ???? ??? ???,??? ????-??? ????? ??? ????? ???? ??? ?? ???????? ????- ?? ????? ????? ????? ???? ??? ???
1,?? ??? ???? ???? ???,?? ??? ???? ???? ?????,?? ??? ???? ????? ????
1,???? ???? ??? ??? ?? ??? ?????? ?????? ?????,???? ???? ??? ??? ?? ??? ?????? ?????? ?????,???? ???? ??? ??? ?? ??? ?????? ?????? ?????
1,?? ??????,?? ??????,?? ??????
1,???? ?? ???? ?????? ?????,???? ?? ???? ?????? ??????,???? ?? ???? ?????? ?????
1,??'? ???? ??? ?? ??? ????? ????? ??? ?????,??’? ??? ??? ?? ??? ????? ????? ??? ?????,??'? ???? ??? ?? ??? ????? ????? ??? ?????
1,????? ??? ????? ????? ????? ?????? ????? ?????,????? ??? ????? ????? ????? ??????? ????? ??????,????? ??? ????? ????? ????? ??????? ????? ??????
1,???? ????? ?????? ??????????????????? ????????? ???? ?????? ??????? ???? ??? ?????,???? ????? ?????? ??????????????????? ????????? ???? ?????? ??????? ???? ??? ??????,???? ????? ?????? ??????????????????? ????????? ???? ?????? ??????? ???? ??? ??????
1,??? ??? ????? ????? ?? ????????? ?????? ???? ?????? ?????? ??????????? ????? ?????,??? ??? ????? ????? ?? ????????? ?????? ???? ?????? ?????? ??????????? ????? ??????,??? ??? ????? ????? ?? ????????? ?????? ???? ?????? ?????? ??????????? ????? ??????
1,??? ??? ??? ????? ???? ????? ?????? ????? ????? ?????? ???? ????? ?? ??????? ????? ????,??? ??? ??? ????? ???? ????? ?????? ????? ????? ?????? ???? ????? ?? ???????? ????? ?????,??? ??? ??? ???? ???? ????? ?????? ????? ????? ?????? ???? ????? ?? ???????? ????? ?????
1,???? ??? ????? ?????????????????????????? ??? ??-??? ??????????? ?????? ??? ????? ?? - ???? ??????? ????? ??????? ????? ???? ????????????????? ?? ????? ??????? ?????? ????? ????? ???????????????? ??????,???? ??? ????? ?????????????????????????? ??? ??- ??? ??????????? ?????? ??? ????? ?? - ???? ??????? ????? ??????? ????? ???? ????????????????? ?? ????? ??????? ??????? ????? ????? ???????????????? ??????,???? ??? ????? ?????????????????????????? ??? ??- ??? ?????????? ?????? ??? ????? ?? - ???? ??????? ????? ?????? ????? ???? ????????????????? ?? ????? ?????? ?????? ????? ????? ???????????????? ??????
1,?? ??? ?????? ??? ??? ????? ?? ?? ????? ?????? ??? ??? ??? ?? ?,? ??? ?????? ??? ??? ????? ?? ?? ????? ?????? ??? ??? ??? ???,? ??? ?????? ??? ??? ????? ?? ?? ????? ?????? ??? ??? ??? ???
1,??? ??? ???? ??? ????? ??? ???? ??? ???? ?? ?? ?,??? ??? ???? ??? ????? ??? ???? ??? ???? ?? ???,??? ??? ???? ??? ????? ??? ???? ??? ???? ?? ???
1,???…???? ???????????? ????????? ??????????? ??? ??????? ????? ?? ???? ????? ???????,???…???? ???????????? ????????? ??????????? ??? ??????? ????? ?????? ????? ???????,???…???? ???????????? ????????? ??????????? ??? ??????? ????? ?????? ????? ???????
1,???? ??? ????????????? ??????? ???? ??????? ????? ??????? ????? ?????,???? ??? ????????????? ??????? ???? ??????? ????? ??????? ????? ?????,???? ??? ????????????? ??????? ???? ??????? ????? ??????? ????? ?????
1,???? ??? ???? ??? ????????? ???????? ????? ??? ????? ??????,???? ??? ???? ??? ????????? ???????? ????? ??? ????? ??????,???? ??? ???? ??? ????????? ???????? ????? ??? ????? ??????
1,???? ???…????????? - ?????????? ?????? ????,???? ???…????????? - ?????????? ?????? ?????,???? ???…????????? - ?????????? ?????? ?????
1,???? ?????? ??? ??? ??- ???? ??? ?????? ????? ?? ??? ?????,???? ?????? ??? ??? ??- ???? ??? ?????? ????? ?? ??? ?????,???? ?????? ??? ??? ??- ???? ??? ?????? ????? ?? ??? ?????
1,???? ??????? ??? ??? ????? ??? ??? ?????? ??? ????? ??????,???? ??????? ??? ??? ????? ??? ??? ?????'? ????? ?????,???? ??????? ??? ??? ????? ??? ???? ??????'? ????? ??????
1,??? ????? ?????? ?????,??? ????? ?????? ??????,??? ????? ?????? ??????
1,"?? ??? ??? ???? ?? ???? ?? ???????????? ??""??…?""???? ??? ?? ??????","?? ??? ??? ???? ?? ???? ????????????? ??""??…?""???? ??? ?? ??????","?? ??? ??? ???? ?? ???? ????????????? ??""??…?""???? ??? ?? ??????"
1,??? ?? ???? ?? ?? ??? ??? ??? ?? ?? ??????? ??? ?? ??? ??? ?????,??? ?? ???? ?? ?? ??? ??? ??? ?? ????????? ???? ?? ??? ??? ?????,??? ?? ???? ?? ?? ?? ??? ??? ?? ???????? ???? ? ??? ??? ?????
1,?? ??? ????? ?????? ??? ???????? ???? ?????,?? ??? ????? ???? ????? ???????? ???? ?????,?? ??? ????? ???? ???? ??????? ???? ?????
1,?????? ?????? ??? ???? ??? ????? ?????? ?? ?,?????? ?????? ??? ???? ??? ????? ?????? ???,?????? ?????? ??? ???? ??? ????? ?????? ???
1,??? ???????? ????????? ???????? ???? ???????? ????????? ???????? ????? ???? ????? ????? ?? ??? ???? ?? ???? ???? ???? ???????? ????? ?????? ??????? ??? ?? ???? ???,??? ???????? ????????? ???????? ???? ???????? ????????? ???????? ????? ???? ????? ????? ?? ??? ???? ?? ???? ??? ?? ?? ???????? ????? ?????? ??????? ??? ????'??,??? ???????? ?????????? ???????? ???? ???????? ????????? ???????? ????? ???? ????? ????? ?? ??? ???? ?? ??? ??? ??? ???????? ????? ???????? ????????? ??? ???'??
1,??? ??? ???? ??? ???? ??? ???? ????? ?? ?????? ??? ????? ???? ????? ???? ???? ???? ?? ?,??? ??? ???? ??? ???? ??? ???? ????? ?? ?????? ??? ????? ???? ????? ???? ????? ???? ???,??? ??? ???? ??? ???? ?? ???? ????? ?? ?????? ??? ????? ???? ????? ???? ????? ???? ???
1,???? ??? ????? ??? ????? ??????? ???? ???? ???????,???? ??? ????? ??? ????? ??????? ???? ???? ???????,???? ??? ????? ??? ????? ???????? ???? ???? ???????
1,????? ????? ???? ??? ??? ???? ??? ???? ????? ?????,????? ?????? ???? ??? ??? ???? ??? ???? ????? ?????,????? ?????? ???? ??? ??? ???? ??? ???? ????? ?????
1,??? ????? ?? ??? ??????? ?????? ??? ?? ?,??? ????? ?? ??? ??????? ?????? ??? ???,??? ????? ?? ??? ??????? ?????? ??? ???
1,??? ??????,??? ??????,??? ??????
1,??? ????? ???? ???????,??? ????? ???? ???????,??? ????? ???? ???????
1,?? ????? ??????? ???? ??????,?? ????? ??????? ???? ??????,?? ????? ??????? ???? ??????
1,???? ???? ????? ????? ???? ??????? ????? ??????,???? ???? ???? ????? ???? ??????? ????? ??????,???? ???? ???? ????? ???? ??????? ????? ??????
1,?? ???? ??? ??? ???- ??? ??? ??? ??? ????? ????? ???? ???? ?? ??? ???? ?? ?,?? ???? ??? ??? ???- ??? ??? ??? ??? ????? ????? ???? ???? ?? ??? ???? ???,?? ???? ??? ??? ???- ??? ??? ??? ??? ????? ????? ???? ???? ?? ??? ???? ???
1,"??? ??? ???""??"" ?????? ?? ??? ??? ???? ????? ?????? ???? ?? ??? ???? ????????","??? ??? ???""??"" ????? ?? ??? ??? ?? ????? ?? ???? ???? ?? ??? ???? ????????","??? ??? ???""??"" ????? ?? ??? ??? ?? ????? ?????? ???? ?? ??? ???? ????????"
